,cid,did
8407,16083,8436
8408,14057,8437
8409,14705,8438
8410,413,8439
8411,18488,8440
8412,12197,8441
8413,578,8442
8414,12005,8443
1729,5954,8444
1730,14906,8444
1731,5954,8444
8415,14906,8444
8416,22322,8448
8417,12607,8449
8418,43,8450
8419,12133,8451
8420,26997,8452
8421,3627,8453
8422,2110,8454
8423,23050,8455
1732,538,8456
8424,24610,8456
8425,563,8458
8426,17540,8459
8427,5458,8460
8428,24610,8461
1733,12177,8462
8429,13229,8464
8430,24038,8465
1734,2293,8466
8431,2334,8466
8432,23238,8468
8433,24587,8469
8434,267,8470
8435,2339,8471
8436,14222,8472
8437,3348,8473
8438,2299,8474
8439,609,8475
8440,159,8476
8441,14871,8477
8442,18593,8478
8443,28369,8479
8444,13586,8480
8445,16577,8481
8446,18363,8482
8447,4301,8483
8448,4301,8484
1735,12312,8485
8449,540,8485
8450,20793,8487
8451,2324,8488
8452,565,8489
8453,111,8490
8454,16500,8491
8455,24194,8492
8456,24194,8493
8457,16486,8494
8458,2167,8495
8459,856,8496
8460,469,8497
8461,23238,8498
8462,15542,8499
8463,426,8500
8464,21960,8501
8465,16166,8502
8466,18683,8503
8467,8033,8504
8468,4767,8505
1736,13868,8506
1737,15853,8506
1738,24065,8506
8469,20099,8506
8470,12380,8510
8471,285,8511
8472,445,8512
8473,24985,8513
1739,285,8514
1740,22071,8514
1741,23040,8514
8474,34,8514
8475,27581,8518
8476,856,8519
8477,12109,8520
8478,3487,8521
8479,27458,8522
8480,29583,8523
8481,565,8524
8482,556,8525
8483,20058,8526
8484,4244,8527
8485,2997,8528
8486,513,8529
8487,12061,8530
8488,20696,8531
8489,18401,8532
8490,941,8533
8491,3118,8534
8492,59,8535
8493,90,8536
8494,20793,8537
8495,474,8538
8496,227,8539
1742,348,8540
8497,554,8540
8498,27802,8542
8499,1178,8543
8500,16013,8544
8501,2336,8545
8502,27323,8546
8503,5135,8547
8504,19969,8548
8505,1106,8549
8506,6272,8550
8507,3118,8551
8508,24169,8552
1743,12546,8553
8509,5508,8553
8510,26485,8555
8511,37,8556
8512,2966,8557
8513,14773,8558
8514,782,8559
8515,28069,8560
8516,281,8562
8517,25048,8563
8518,2306,8564
8519,12399,8565
8520,37,8566
8521,15542,8567
8522,5496,8568
8523,267,8569
8524,469,8570
8525,213,8571
8526,12586,8572
8527,13872,8573
8528,14556,8574
8529,4177,8575
8530,3010,8576
1744,2191,8577
8531,1150,8577
8532,4149,8579
8533,18593,8580
8534,2496,8581
8535,27375,8582
8536,92,8583
8537,22054,8584
8538,557,8585
8539,413,8586
1745,5420,8587
1746,12029,8587
8540,6068,8587
8541,29368,8590
8542,135,8591
1747,12059,8592
8543,14727,8592
1748,13153,8594
8544,12399,8594
8545,1105,8596
8546,13153,8597
8547,23,8598
8548,12328,8599
8549,7167,8600
8550,5762,8601
8551,336,8602
8552,12010,8603
8553,22071,8604
8554,2300,8605
8555,2295,8606
8556,12466,8607
8557,395,8608
8558,7167,8609
1749,60,8610
1750,434,8610
8559,292,8610
8560,14235,8613
1751,20314,8614
1752,23039,8614
8561,4764,8614
8562,25777,8617
8563,12581,8618
8564,16013,8619
8565,5844,8620
8566,16795,8621
1753,20314,8622
8567,23039,8622
8568,7065,8624
8569,5772,8626
8570,12029,8627
8571,20944,8628
8572,21953,8629
8573,154,8630
8574,4962,8631
8575,446,8632
8576,672,8633
1754,17215,8634
8577,2567,8634
8578,5626,8636
8579,1149,8637
8580,24429,8638
8581,4439,8639
8582,154,8640
8583,25088,8641
1755,12212,8642
8584,12010,8642
8585,3750,8644
8586,3226,8645
8587,26539,8646
8588,1745,8647
1756,24288,8648
1757,4133,8648
8589,1850,8648
8590,27333,8651
8591,12399,8652
8592,20883,8653
1758,2299,8654
8593,12546,8654
8594,15853,8656
8595,19969,8657
8596,2957,8658
1759,186,8659
1760,5611,8659
8597,976,8659
8598,26856,8662
8599,3148,8663
8600,607,8664
8601,445,8665
8602,2598,8666
1761,24988,8667
8603,751,8667
8604,247,8669
8605,69,8670
8606,21241,8671
8607,1341,8672
8608,3897,8673
8609,51,8674
8610,2806,8675
8611,24986,8676
8612,578,8677
8613,665,8678
8614,25579,8679
8615,114,8680
1762,24936,8681
8616,244,8681
1763,869,8684
8617,29583,8684
8618,4112,8686
8619,19296,8687
8620,539,8688
8621,25008,8689
8622,1060,8690
8623,15618,8691
8624,23244,8692
8625,1927,8693
8626,18569,8694
8627,141,8695
8628,2787,8696
8629,28591,8697
8630,27273,8698
8631,16083,8699
1764,1909,8700
8632,24268,8700
8633,14556,8702
8634,361,8704
1765,12002,8705
8635,2298,8705
8636,250,8707
8637,26626,8708
8638,88,8709
1766,1909,8710
1767,3148,8710
1768,15293,8710
8639,1814,8710
1769,26997,8714
8640,2626,8716
1770,4689,8717
8641,13166,8717
1771,1957,8719
1772,704,8719
8642,5575,8719
1773,560,8722
8643,2306,8722
8644,12874,8724
8645,18488,8725
8646,18105,8726
1774,348,8727
8647,3169,8729
1775,12030,8730
8648,5200,8730
8649,7247,8732
8650,2038,8733
8651,24936,8734
8652,399,8735
1776,4248,8736
8653,5540,8736
8654,14556,8738
1777,5302,8740
8655,12328,8740
8656,2831,8742
8657,22054,8743
1778,12052,8744
8658,5482,8744
8659,23753,8746
8660,771,8747
8661,541,8748
8662,26626,8749
1779,378,8750
8663,321,8750
8664,5762,8752
8665,12421,8753
8666,4402,8754
8667,2336,8755
8668,13868,8756
8669,16500,8757
8670,217,8758
8671,557,8759
8672,13428,8760
8673,3124,8761
8674,2629,8762
1780,16166,8763
8675,1742,8763
8676,12177,8766
1781,6083,8767
8677,771,8767
1782,5600,8769
8678,3897,8769
8679,557,8771
8680,13586,8772
1783,270,8773
8681,148,8773
1784,28441,8775
1785,20314,8775
8682,24800,8775
1786,28591,8778
8683,5954,8778
8684,2303,8780
1787,23420,8781
8685,19983,8781
8686,5466,8783
8687,1866,8784
1788,13963,8785
8688,1019,8785
8689,12607,8787
8690,911,8788
8691,15823,8789
8692,732,8790
8693,25134,8791
8694,4439,8792
1789,12122,8793
1790,539,8793
1791,195,8793
8695,20793,8793
1792,17532,8797
8696,444,8797
8697,15962,8799
8698,2275,8800
1793,23,8801
8699,1126,8801
1794,29349,8803
8700,23505,8803
8701,24585,8805
8702,1781,8806
8703,597,8807
1795,26520,8808
8704,237,8808
8705,6083,8810
8706,5077,8811
1796,29582,8812
8707,27272,8812
8708,422,8814
8709,1016,8815
1797,5600,8816
8710,1052,8816
8711,28591,8818
8712,23401,8819
8713,14871,8820
1798,4123,8821
8714,7927,8821
8715,1866,8823
8716,12135,8824
8717,6083,8825
1799,12010,8826
1800,12177,8826
8718,13279,8826
8719,12546,8829
8720,857,8830
8721,13872,8831
8722,26353,8832
8723,26353,8833
1801,2297,8834
8724,5704,8834
8725,26353,8836
8726,1927,8837
8727,614,8838
8728,1908,8839
8729,848,8840
8730,92,8841
8731,265,8842
8732,20703,8843
1802,838,8844
1803,123,8844
8733,148,8844
8734,28565,8847
8735,13868,8848
8736,118,8849
1804,12178,8850
1805,2986,8850
8737,12010,8850
8738,14222,8853
8739,12002,8854
8740,459,8855
8741,43,8856
8742,29734,8857
1806,8036,8858
8743,399,8858
8744,12607,8860
1807,1879,8861
8745,24194,8861
8746,5926,8863
8747,732,8864
8748,26856,8865
8749,29734,8866
8750,5420,8867
1808,391,8868
8751,13428,8868
8752,12115,8870
1809,230,8871
8753,2163,8871
1810,20650,8873
8754,2096,8873
1811,538,8875
1812,18075,8875
1813,22322,8875
8755,4402,8875
8756,12135,8879
8757,31,8880
8758,24194,8881
8759,24951,8882
8760,911,8883
1814,12055,8884
1815,12009,8884
8761,24008,8884
8762,195,8887
1816,26520,8888
8763,16940,8888
8764,16166,8890
8765,19296,8892
8766,7247,8893
8767,21196,8894
8768,2401,8895
8769,3617,8896
8770,1768,8897
8771,226,8898
8772,23238,8899
8773,57,8900
8774,29734,8901
8775,2305,8902
8776,6423,8903
1817,4767,8904
8777,125,8904
8778,2061,8906
8779,141,8907
8780,4301,8908
8781,4361,8909
8782,1908,8910
8783,12832,8911
8784,37,8912
8785,26881,8913
8786,226,8914
8787,4244,8915
8788,1127,8916
8789,3225,8917
8790,18014,8918
1818,20076,8919
8791,2304,8919
1819,12052,8921
8792,2292,8921
8793,672,8923
8794,4490,8924
1820,992,8925
8795,1850,8925
8796,465,8927
8797,24048,8928
1821,2163,8929
8798,513,8929
8799,27738,8931
8800,6548,8932
8801,5926,8933
8802,4640,8934
8803,7167,8935
8804,26997,8936
8805,20067,8937
8806,3897,8938
8807,2339,8939
8808,5400,8940
8809,465,8941
8810,2293,8942
1822,337,8943
1823,267,8943
1824,24169,8943
1825,538,8943
1826,267,8943
1827,8029,8943
1828,12416,8943
1829,28069,8943
8811,539,8943
8812,13858,8952
1830,3266,8953
8813,1021,8953
8814,3010,8955
8815,1318,8956
8816,24474,8957
8817,357,8958
8818,5586,8959
8819,23875,8960
8820,16013,8961
8821,2439,8962
8822,12193,8963
8823,12121,8964
8824,226,8965
1831,4727,8966
1832,2293,8966
1833,111,8966
1834,12968,8966
8825,22406,8966
8826,4679,8971
8827,2467,8972
8828,3537,8973
8829,321,8974
8830,12584,8975
8831,2378,8976
8832,2805,8977
8833,23920,8978
8834,2820,8980
8835,27272,8981
8836,16277,8982
1835,2771,8983
8837,24978,8983
1836,27660,8985
1837,3187,8985
1838,22137,8985
8838,720,8985
8839,1291,8989
1839,5400,8990
1840,3026,8990
1841,552,8990
8840,4764,8990
1842,5075,8994
8841,8021,8994
8842,23505,8996
1843,27791,8997
8843,2990,8997
8844,27387,8999
1844,2915,9000
8845,29761,9000
1845,3272,9002
1846,2467,9002
8846,7102,9002
8847,2780,9005
1847,1971,9006
1848,23753,9006
8848,2469,9006
8849,27538,9009
8850,7388,9010
8851,1850,9012
8852,12606,9013
8853,247,9014
1849,21241,9015
8854,93,9015
8855,2292,9017
8856,5200,9018
1850,13332,9019
8857,2400,9019
8858,23220,9021
1851,8036,9022
1852,256,9022
1853,368,9022
1854,62,9022
1855,27271,9022
1856,399,9022
8859,23003,9029
8860,2990,9030
8861,1908,9031
8862,18277,9032
8863,3537,9033
8864,28695,9034
1857,391,9035
8865,1781,9035
8866,208,9037
8867,17808,9038
8868,3704,9039
8869,29776,9040
1858,412,9041
8870,1754,9041
1859,5035,9043
8871,1076,9043
8872,22118,9045
8873,16013,9046
8874,13863,9047
8875,1279,9048
8876,2439,9049
8877,13858,9050
8878,25157,9051
1860,55,9052
8879,516,9052
8880,474,9054
8881,5600,9055
8882,23875,9056
8883,5540,9057
8884,7310,9058
8885,3041,9059
8886,22040,9060
8887,5004,9061
8888,4936,9062
8889,171,9063
8890,4361,9064
8891,1121,9065
1861,27272,9066
8892,24048,9066
8893,328,9068
8894,26653,9069
1862,25940,9070
1863,12519,9070
1864,20067,9070
8895,25097,9070
8896,444,9074
8897,1060,9075
8898,22118,9076
8899,4679,9077
8900,12374,9078
8901,27242,9079
8902,336,9080
8903,22265,9081
1865,7902,9082
8904,1908,9082
8905,150,9084
8906,2461,9085
8907,16667,9086
8908,2337,9087
8909,27272,9088
8910,365,9089
8911,5844,9090
1866,12045,9091
8912,77,9091
8913,208,9093
8914,304,9094
8915,20287,9095
8916,1896,9096
8917,26856,9097
8918,16940,9098
1867,4518,9099
1868,1754,9099
1869,2337,9099
1870,62,9099
1871,2805,9099
1872,304,9099
8919,12804,9099
8920,3313,9106
8921,23050,9107
8922,26653,9108
8923,329,9109
1873,13369,9110
8924,104,9110
8925,2100,9112
8926,4689,9113
8927,53,9114
8928,15192,9115
8929,27756,9116
8930,28315,9117
8931,7310,9118
8932,28574,9119
8933,13868,9120
8934,17576,9121
8935,26856,9122
8936,513,9123
8937,597,9124
8938,3487,9125
8939,17560,9126
1874,1313,9127
8940,12350,9127
8941,28069,9129
8942,29859,9130
1875,20561,9131
8943,28315,9131
1876,12133,9133
8944,445,9133
8945,27313,9135
1877,17808,9136
8946,12324,9136
8947,28288,9138
8948,27242,9139
1878,17215,9140
1879,2567,9140
8949,5656,9140
8950,1313,9143
8951,2100,9144
8952,15293,9145
1880,2910,9146
8953,151,9146
1881,1016,9148
1882,85,9148
1883,93,9148
8954,1754,9148
8955,3026,9152
1884,5772,9153
8956,535,9153
8957,27272,9155
8958,5991,9156
8959,23401,9158
8960,25169,9159
8961,16012,9160
8962,14482,9161
8963,12420,9162
1885,3673,9164
8964,24800,9164
8965,1313,9166
1886,265,9167
8966,31,9167
8967,5452,9169
8968,2167,9170
8969,27242,9171
8970,413,9172
1887,13229,9173
8971,2295,9173
8972,941,9175
1888,15192,9176
1889,3266,9176
1890,1021,9176
8973,702,9176
8974,27662,9180
8975,4701,9181
8976,2705,9182
8977,2167,9183
8978,2997,9184
1891,17723,9185
1892,6207,9185
8979,16297,9185
8980,413,9188
8981,22825,9189
8982,4764,9191
8983,26838,9192
8984,13872,9194
8985,392,9195
8986,29545,9196
8987,13675,9197
1893,23244,9198
8988,2461,9198
8989,265,9201
8990,6548,9202
8991,27313,9203
8992,12009,9204
8993,7310,9205
8994,444,9206
8995,2386,9207
1894,55,9208
8996,5342,9208
8997,306,9210
8998,12121,9211
8999,82,9212
9000,3124,9213
9001,6423,9214
9002,3608,9215
9003,23244,9216
1895,751,9217
9004,28472,9217
9005,1313,9219
9006,12037,9220
9007,12234,9221
9008,7388,9222
9009,20650,9224
9010,365,9225
9011,27244,9226
9012,24378,9227
9013,1220,9228
9014,13683,9229
1896,250,9230
9015,14548,9230
9016,24313,9232
9017,1180,9233
9018,1119,9234
9019,25557,9235
9020,28369,9236
9021,27244,9237
9022,2496,9238
9023,15783,9239
9024,13166,9240
9025,22137,9241
9026,1021,9242
9027,2497,9243
1897,12055,9244
9028,12009,9244
9029,245,9246
9030,12399,9247
9031,2915,9248
1898,2296,9249
9032,2356,9249
9033,12498,9251
9034,2966,9252
9035,1709,9253
9036,434,9254
9037,28315,9255
1899,5420,9256
1900,2496,9256
1901,5056,9256
9038,18401,9256
9039,1745,9260
9040,12058,9261
9041,25276,9262
9042,720,9263
9043,26520,9264
9044,18286,9265
9045,2208,9266
1902,7247,9267
9046,23920,9267
9047,29554,9269
9048,13683,9270
9049,154,9272
9050,732,9273
9051,17130,9274
9052,4386,9275
9053,22040,9276
9054,342,9277
9055,13518,9278
9056,111,9279
9057,2255,9280
9058,16486,9281
9059,27828,9282
9060,12586,9283
9061,13369,9284
9062,13105,9285
9063,12312,9286
9064,614,9287
9065,516,9288
9066,125,9289
9067,5772,9290
9068,446,9291
9069,342,9292
9070,14057,9293
9071,26353,9294
9072,26838,9295
9073,19296,9297
9074,20207,9298
9075,26353,9299
1903,245,9300
1904,21241,9300
9076,24882,9300
9077,19440,9303
9078,14057,9304
1905,508,9305
9079,519,9305
9080,12421,9307
9081,114,9308
9082,23003,9309
9083,12059,9310
9084,26453,9311
1906,18105,9312
9085,12298,9312
1907,12298,9314
9086,26353,9316
1908,13105,9317
9087,31,9317
9088,12212,9319
9089,14057,9320
9090,1341,9321
1909,541,9322
9091,6423,9322
9092,4133,9324
9093,28591,9325
9094,22951,9326
9095,23638,9327
9096,12010,9328
1910,465,9329
9097,552,9329
9098,26353,9331
9099,13156,9332
1911,12849,9333
9100,25179,9333
9101,165,9335
9102,20695,9336
9103,13051,9337
9104,544,9338
9105,19440,9339
9106,7897,9340
9107,23580,9341
9108,131,9342
9109,17136,9343
9110,23579,9344
9111,5326,9345
9112,3219,9346
9113,259,9347
1912,942,9348
9114,1186,9348
9115,5586,9350
9116,12607,9351
9117,1247,9353
9118,3487,9354
9119,22825,9355
9120,199,9356
9121,1615,9357
9122,3423,9358
9123,4764,9359
1913,1908,9360
9124,1121,9360
9125,1022,9362
9126,446,9363
9127,514,9364
9128,4386,9365
9129,476,9366
9130,28186,9367
9131,15853,9368
9132,301,9369
9133,941,9370
9134,15473,9371
9135,247,9372
9136,28695,9373
9137,22220,9374
9138,2089,9375
1914,465,9376
9139,552,9376
9140,29761,9378
9141,13518,9379
9142,5503,9380
9143,4244,9381
9144,200,9382
9145,12375,9383
9146,12178,9384
9147,24161,9385
9148,23686,9387
9149,5611,9388
9150,737,9389
9151,4133,9390
9152,23740,9391
1915,29585,9392
9153,4764,9392
9154,2386,9394
9155,22071,9395
1916,12019,9396
9156,2303,9396
9157,231,9398
9158,345,9399
9159,6272,9400
