Candidate,Criminal Cases,Education,ID,Party,Total Assets,Total Liabilities,ConstituencyID
Hemant Kumar Yadav,0,Post Graduate,9828,Indian National League,38599,0,482
Hira Lal Yadav,0,Doctorate,9748,CPI(M),745430,0,482
Iftekhar Kuraishi,0,Literate,9772,IND,165800,0,482
Indira Tiwari,0,Post Graduate,9739,AITC,629817,0,482
Johnson Thomas,0,Graduate Professional,9771,IND,16784800,950000,482
Kailash Chaurasiya,8,8th Pass,9206,SP,24239152,0,482
Lallan,0,5th Pass,9740,Manavadhikar Janshakti Party,250000,0,482
Mahendra Mishra,0,12th Pass,9752,IND,3788275,0,482
Manoj Kumar Chaube,1,Post Graduate,9746,IND,88304,0,482
Narendra Bahadur Singh,0,Post Graduate,9749,IND,2772000,0,482
Narendra Modi,0,Post Graduate,9769,BJP,16591582,0,482
Narendra Nath Dubey Adig,0,Graduate Professional,9743,Jan Shakti Ekta Party,4883389,0,482
Om Guru Charan Das Alias Vimal Kumar Singh,0,10th Pass,9760,Sanatan Sanskriti Raksha Dal,4882000,470000,482
Prabhat Kumar,0,Post Graduate,9744,IND,33536805,0,482
Prakash Prasad,0,12th Pass,9765,IND,2780000,0,482
Pramod Kumar,0,Graduate,9773,IND,2057000,50000,482
Rajendra Prasad (Garib Das),0,Graduate,9767,IND,47000,0,482
Rajesh Bharti Surya,0,Graduate Professional,9753,Rashtriya Ambedkar Dal,4569000,1500000,482
Rajiv Kumar Mishra,0,10th Pass,9755,IND,48900,0,482
Ram Lakhan Gupta,0,Graduate Professional,9762,Jantantra Party,12074892,0,482
Ram Pyare Singh,0,Others,9768,IND,10284072,417565,482
Ravindra Kumar,0,Graduate,9738,IND,9748141,2700000,482
Santosh Kumar,0,8th Pass,9759,Rashtriya Vikas Manch Party,211200,0,482
Sarvesh Kumar Gupta,0,12th Pass,9763,IND,171966,0,482
Satish Shankar Jayaswal,0,12th Pass,9766,IND,100000,0,482
Satyaprakash Srivastava,0,Graduate,9742,IND,7467250,0,482
Shiv Hari Agarwal,0,12th Pass,9770,Bharat Nirman Party,4251950,0,482
Shiv Kumar Shah,0,Post Graduate,9775,IND,335182,0,482
Usman,0,12th Pass,9761,Rashtriya Apna Dal,890000,0,482
Vijay Prakash Jaisawal,1,10th Pass,9207,BSP,8026609,3047643,482
A.K. Aggarwal,1,10th Pass,993,Agar Jan Party,14058166,0,537
Abdul Sami Salmani,0,Others,990,BSP,4331561,160000,537
Ali Husan,0,5th Pass,995,IND,1047500,0,537
Amit Kumar Sharma,0,Graduate,1000,IND,1710000,0,537
Anand Kumar,0,Doctorate,24,AAP,29255377,72369,537
Dan Bahadur Yadav,0,Graduate,994,IND,1345000,0,537
Dharamveer Singh,1,10th Pass,997,Rashtriya Ekta Party,6497000,0,537
Dinesh Pal Singh,0,8th Pass,27,IND,6931000,0,537
H.K. Mahendru,0,8th Pass,1003,IND,41985,0,537
Harsh Kumar,0,Graduate Professional,1370,IND,466633,0,537
Jai Prakash Agarwal,0,Graduate,492,INC,83974848,0,537
Manoj Tiwari,0,Post Graduate,66,BJP,199483924,34645630,537
Mohd Arif Siddique,0,Illiterate,1004,AITC,330000,0,537
Mohd Hasnan Khan,0,5th Pass,1001,JKNPP,3700000,0,537
Mohd. Hasnain,2,10th Pass,1371,IND,30000,0,537
Mukesh Kumar Arora,0,Graduate,999,IND,13688864,3970000,537
Narendra Sharma,0,Post Graduate,26,SUCI(C),112772737,0,537
Om Dutt Sharma,2,12th Pass,1005,SHS,197000,0,537
Pradesh Kumar,0,Post Graduate,1006,Ambedkar National Congress,257000,0,537
Rajan Lal,0,Graduate Professional,1369,Bharatiya Republican Paksha,11571000,0,537
Ramesh Singh Siral,0,8th Pass,1368,Naya Daur Party,2490000,0,537
Roshan Ali,0,Not Given,1002,National Loktantrik Party,3351382,0,537
Vinay,0,12th Pass,1372,Bharatiya Sarvodaya Kranti Party,4274100,0,537
A.K. Mohan,0,10th Pass,5381,AITC,290000,0,107
Alfraid Vikas Luis,0,Graduate,5382,IND,136000,0,107
Arun Kumar Joshi,0,Others,4672,IND,45500,0,107
Atmaram Sahu,0,Post Graduate,4673,SUCI(C),777014,0,107
Baldau Prasad Sahu,0,8th Pass,5383,IND,114412,0,107
Bharat Bhusan Pandey,1,12th Pass,4674,CPI(ML) Red Star,7402516,50000,107
Chandra Prakash Mandle,3,Graduate Professional,3987,IND,23602100,2330000,107
Diwakar Bairagi,1,Post Graduate,4675,IND,3340000,34000,107
Jai Prakash Nair,0,12th Pass,4118,CPI(ML)L,299500,195000,107
Jinendra Ghritlahare,0,12th Pass,4678,IND,3376000,50000,107
Khitiz Kumar Sabharkar,0,Graduate Professional,5385,Republican Paksha (Khoripa),31000,0,107
Mannu Lal Parganiha,0,8th Pass,3986,Chhattisgarh Swabhiman Manch,3912484,0,107
Munna Chandrakar,0,8th Pass,4679,BSP,4547946,45000,107
Narendra Gupta,0,Graduate Professional,5386,Bhrashtachar Mukti Morcha,7685000,0,107
Radha Bai Yadav,0,Literate,4681,IND,1359207,0,107
Sahetru Singh,0,Post Graduate,5389,IND,3224200,270000,107
Sarju Prasad Shukla,0,10th Pass,5390,IND,15887210,770000,107
Shailendra Kumar Banjare,0,Post Graduate,4682,Shakti Sena (Bharat Desh),51260000,0,107
Sheema Rahangdale,0,Graduate,5388,Ambedkarite Party of India,22714000,0,107
Shitkaran Mahilvar,0,5th Pass,6823,IND,1557000,300000,107
Shrikant Shah,1,10th Pass,6824,JD(U),994309,0,107
Subodh Kumar Gupta,0,12th Pass,4683,RPI(A),11733950,600,107
Sushree Saroj Pandey,0,Doctorate,108,BJP,3200925,508039,107
Tamradwaj Sahu,0,12th Pass,3985,INC,21002226,1777720,107
Vishwaratan Sinha,0,Post Graduate,4684,AAP,13759160,994273,107
A.K.Parashurama Kotemallur,0,12th Pass,2206,BSP,215000,0,185
A.T. Dadakhalandar,0,10th Pass,1081,IND,36042,19623,185
Alur M.G. Swamy,0,Graduate,851,IND,36920000,150000,185
B. Gnana Prakash,0,Graduate,849,IND,2665000,0,185
Basavaraj K.J,0,Graduate,1080,AAP,974000,30000,185
Dr.Sridhar Udupa,0,Doctorate,850,IND,918000,0,185
G C Patel,0,Graduate Professional,602,Sarva Janata Party,719300,0,185
G.M. Siddeshwara,0,10th Pass,1220,BJP,232375703,17951455,185
G.M.Siddeshi,0,12th Pass,3992,IND,1501000,275000,185
H.K. Kenchveerappa,1,10th Pass,2214,Vichara Jagruthi Congress Paksha,4359500,50000,185
H.K. Ramachandrappa,0,10th Pass,2201,CPI,3180981,0,185
K Syed Zabiulla,0,12th Pass,2208,IND,627000,0,185
Mahima J Patel,0,Graduate Professional,2202,JD(S),29683292,1245000,185
Nagarajappa,0,Illiterate,1082,IND,15000,0,185
Parasuram S,0,Literate,2204,CPI(ML)L,271500,125000,185
S S Mallikarjun,6,Graduate,601,INC,645637999,66208771,185
S.S. Subhan Khan,0,Post Graduate,3993,IND,76000,0,185
Siddesh,0,12th Pass,3775,IND,19035000,400000,185
A.K.Sheikdavood,0,Graduate,4041,IND,0,0,380
A.Mogheeth Khan,0,Graduate,7434,IND,3253500,1475000,380
A.Ponnusamy,0,Literate,7432,IND,1581000,0,380
E.V.K.S. Elangovan,3,Graduate,4303,INC,153853744,18850000,380
J.Laxmi,0,8th Pass,7423,CPI(ML) Red Star,3788740,1181573,380
K.Senthilkumar,0,5th Pass,7426,IND,44100,0,380
K.Subbarayan,0,10th Pass,4302,CPI,6836109,0,380
M.Palanisamy,0,10th Pass,4306,IND,7050442,1000000,380
M.Rajendran,0,12th Pass,7435,IND,300000,0,380
M.Senthilnathan,0,Post Graduate,7419,DMK,203278896,127959469,380
N.Dineshkumar,3,Post Graduate,7420,DMDK,132560738,29692857,380
N.Gurusamy,0,Post Graduate,7418,BSP,5941492,0,380
N.Sivakumar,0,5th Pass,7421,Ulzaipali Makkal Katchy,400000,0,380
P.Balasubramaniyan,0,Not Given,7431,IND,332000,0,380
P.Selvaboobathi,0,5th Pass,7428,IND,155639,0,380
Pastor A.James,0,10th Pass,7436,IND,31000,0,380
R.Chakravarthi Raja Gopala Krishnan,0,Post Graduate,4304,AAP,325925000,0,380
R.Gopalsamy,0,Post Graduate,4305,Lok Satta Party,851533,191088,380
R.Murugesan,0,Literate,7422,Makkal Manadu Katchi,5000,0,380
R.Nandhakumar,0,8th Pass,7430,IND,46600,0,380
R.R.Murugan,0,Post Graduate,7433,IND,1158000,0,380
R.Sathyabama,0,Post Graduate,7424,IND,97000,0,380
R.Sathyabhama,0,8th Pass,7425,IND,1071000,90000,380
S.K.Dineshkumar,0,10th Pass,7429,IND,92000,0,380
T.S.Senthilkumar,0,10th Pass,7427,IND,130600,0,380
V.Sathyabama,2,Post Graduate,4300,AIADMK,28108573,2475755,380
A.Krishnappa,0,Graduate,183,JD(S),701833242,175031509,189
A.S.Dsilva,0,Graduate,2571,AAP,33229897,0,189
Anwar,0,Graduate,3294,IND,2886450,0,189
B.Venkatesha,0,Graduate Professional,606,Karunaadu Party,6941000,4400000,189
Brahmananda Reddy,7,Graduate Professional,2569,IND,261074,126000,189
Chinnappa.V,0,Graduate,2570,CPI,201696,21412,189
G.Nagendra,0,10th Pass,2568,IND,275000,0,189
G.S.Basavaraj,0,Graduate Professional,1087,BJP,275785995,67200540,189
Govindarju.G,0,10th Pass,3295,IND,3285000,50000,189
H.L.Mohan Kumar,0,8th Pass,2576,Hindustan Janta Party,978000,400000,189
K.V.Srinivas Kalkere,0,Graduate,2573,IND,90600,30000,189
L.P.Yadunandana,0,Graduate,3819,IND,340000,0,189
Nilufar Jamani,0,Graduate,2572,BSP,740837798,0,189
S.B.Hanumantharayappa,0,12th Pass,2577,IND,787507,0,189
S.P.Muddahanumegowda,0,Graduate Professional,605,INC,30273812,0,189
Shivakumar,0,10th Pass,3293,IND,1850000,0,189
A.M.H. Nazeem,3,12th Pass,5583,DMK,5930000,60000,543
Dhanarasu @ Mathimaharaja,0,8th Pass,5575,IND,7300000,1640000,543
G. Palani,0,10th Pass,4058,CPI(ML)L,1239728,90000,543
G. Sutha,0,10th Pass,5593,IND,1120900,0,543
G.Shanmugam,0,Others,4061,IND,5875000,0,543
I. Senthilkumar,2,8th Pass,5571,IND,41165,0,543
J. Dhandapani,1,Post Graduate,5589,IND,2802323,270000,543
K. Manjini,0,5th Pass,5570,IND,70000,0,543
K. Ramadass,0,8th Pass,5574,IND,54823,0,543
Kaliyamurthy,0,10th Pass,5586,IND,72814,30000,543
M. Chittibabu,0,Graduate,5572,IND,7745000,0,543
M. Marie Uthriyanathan,3,8th Pass,5584,Samata Party,454250,478409,543
M. Ramadass,0,Doctorate,4063,IND,8094600,604861,543
M.V. Omalingam,0,Others,4059,AIADMK,26412176,21600000,543
P. Asaravel,0,Literate,5582,IND,412500,0,543
P. Bakkiaraj,1,8th Pass,5576,IND,149100,0,543
Puvala Nageswara Rao,0,Literate,5592,IND,1400000,0,543
R. Radhakrishnan,0,Post Graduate,5578,All India N.R. Congress,77724418,7658530,543
R. Valavan,0,Others,5588,IND,942970,0,543
R. Viswanathan,0,10th Pass,5568,CPI,27140629,6017909,543
R.K.R. Anantharaman,3,Graduate Professional,5581,PMK,24654438,18044310,543
Ramamurthi,0,8th Pass,5577,IND,4000,0,543
S. Chitrakala,0,Graduate,5585,JD(U),5255000,1460000,543
S. Ezhilarasan,0,Graduate,5573,IND,70500,30000,543
S. Krishnamoorthy,0,8th Pass,4064,BSP,990200,10000,543
S. Sanjivganthi,0,Graduate Professional,5569,IND,750,0,543
S. Sudarsanan,0,8th Pass,5579,IND,261000,0,543
V. Narayanasamy,0,Post Graduate,5580,INC,91869740,4206223,543
V. Rangarajan,0,Graduate Professional,4062,AAP,57938000,3400000,543
V. Vijaya,0,12th Pass,5590,IND,306000,230000,543
A.P. Ahamad,0,Illiterate,2612,BSP,1100000,500000,188
C.H. Vijayashankar,0,Graduate,1201,BJP,42165344,5100000,188
Dr. Banuprakash.K,1,Graduate Professional,192,IND,244250,200000,188
H.D. Devegowda,0,Others,2613,JD(S),42721242,8648283,188
H.D. Revanna,0,10th Pass,2614,Karunaadu Party,483000,50000,188
Javaraiah,0,10th Pass,3780,IND,50000,0,188
M.Mahesh Alias Harsha,0,10th Pass,1203,IND,37777,0,188
Manju. A.,0,Graduate Professional,2611,INC,165271740,1131586,188
Manjunatha,0,5th Pass,3777,Bharatiya Dr. B.R.Ambedkar Janta Party,150000,0,188
Rudregowda,0,Graduate Professional,3778,Jai Vijaya Bharathi Party,3640000,1450000,188
S.B. Rajegowda,0,Others,3782,IND,25000,0,188
S.N. Mallappa,0,12th Pass,3781,IND,3765750,255000,188
Santhoshmohan,0,Graduate Professional,1202,AAP,23700200,100000,188
T.D. Jagadeesha,0,10th Pass,3779,IND,20000,0,188
A.R. Krishna Murthy,0,Post Graduate,1222,BJP,41281286,2886427,199
Ananda G,0,Others,3763,IND,130000,0,199
Chowdahalli Javaraiah,0,Graduate Professional,3759,CPI(ML)L,393000,0,199
Guruswamy B,0,Graduate Professional,3757,SP,11061200,995250,199
K. S. Srinivasmurthy,0,Graduate,3764,CPI(ML) Red Star,323207,0,199
Kathavaraya,0,10th Pass,1207,Dr. Ambedkar Samajvadi Democratic Party,1315000,520000,199
M Shivanna,3,Graduate Professional,1206,JD(S),31402152,7852000,199
Nirmala Kumari,0,Post Graduate,3761,IND,295000,0,199
Pradeep Kumar M,0,12th Pass,1208,Karunaadu Party,45000,0,199
R. Dhruvanarayana,0,Post Graduate,863,INC,31519950,2605818,199
S. Govinda Nayaka,0,10th Pass,3760,IND,2151000,100000,199
Sampath Kumar,0,Graduate Professional,1205,AAP,20951240,2190000,199
Shivamallu,0,Post Graduate,3758,BSP,1471630,266375,199
Surendra B. P.,0,Graduate,3762,Sarva Janata Party,272500,0,199
A.Ramesh,0,10th Pass,5470,IND,350000,0,375
D.Elumalai,0,Graduate,5474,IND,40000,0,375
G. Anandhan,1,10th Pass,4036,CPI(M),192800,21500,375
K. Arasan,0,Illiterate,4034,IND,630000,0,375
K. Muthayian,0,Post Graduate,4035,DMK,74251826,22432121,375
K.Desingu,0,8th Pass,5473,IND,395000,0,375
K.Kaliyamurthy,1,10th Pass,4283,BSP,1150000,0,375
K.Rajamanickam,0,12th Pass,5464,IND,212500,0,375
K.Rani,0,Post Graduate,5475,INC,41275211,8973429,375
K.Srinivasan,0,Literate,5471,IND,253000,0,375
K.Umasankar,0,Post Graduate,5467,DMDK,11251249,1291251,375
M. Venkatesan,0,Graduate,3830,CPI(ML)L,781450,32500,375
M.Kathirvel,0,5th Pass,5477,IND,1501500,0,375
M.Umashankar,0,Literate,5476,IND,30000,0,375
N.Muthaiyan,0,8th Pass,5466,IND,20500,0,375
P.Muthaiyan,0,Illiterate,5463,IND,142500,0,375
R.Arumugam,0,Graduate,5472,IND,350000,200000,375
S. Rajendran,0,Graduate,3930,AIADMK,6200000,2371331,375
S.Devi,8,10th Pass,5465,IND,5575000,1200000,375
Venkatesan S,0,Graduate,7416,IND,210391,0,375
A.V.Thamarakshan,1,Post Graduate,1951,Revolutionary Socialist Party of Kerala (B),10641399,0,216
Adv.M.A.Bindu,0,Graduate Professional,323,SUCI(C),3543000,0,216
C B Chandrababu,10,Graduate Professional,328,CPI(M),1466177,360075,216
Chandrababu,0,10th Pass,1957,IND,0,0,216
Jayachandran Sarasamma,1,Post Graduate,324,IND,1587262,600000,216
K C Venugopal,0,Post Graduate,327,INC,12856075,456010,216
M M Paulose,0,10th Pass,330,IND,7322508,0,216
Mohanan D,0,Post Graduate,1958,AAP,21114000,600000,216
P C Venugopal,0,Post Graduate,1955,IND,309510,158235,216
P V Natesan,0,Graduate,325,BSP,3219698,0,216
S.B.Basheer,0,5th Pass,1952,IND,50000,0,216
T S Balakrishnan,0,12th Pass,1953,IND,50,0,216
Thulaseedharan Pallickal,2,12th Pass,1954,SDPI,118200,0,216
Aaftab Alam Khan,0,Graduate Professional,8438,AAP,578842,0,460
Amit,0,Graduate,8100,IND,30000,50000,460
Aparna,0,Graduate,8759,IND,8213000,0,460
Bhal Chandra Yadav,10,Graduate,8440,SP,6369213,9499365,460
Bhism Shankar Alias Kushal Tiwari,0,12th Pass,8098,BSP,102165611,0,460
Jaintri Prasad,0,Literate,8442,IND,2229863,0,460
Jantri Lal Chauhan,0,10th Pass,8435,Janvadi Party(Socialist),1253000,0,460
Jyoti Singh,0,12th Pass,8436,Bahujan Sangharsh Party (Kanshiram),3310000,0,460
Kailas Nath Beldar,2,12th Pass,8439,IND,1325000,0,460
Kripa Narayan Rai,0,Graduate,8441,IND,4320500,100000,460
Lotan,0,Graduate,8437,Shoshit Samaj Dal,503000,0,460
Mohammad Ali,1,Others,8443,Parcham Party of India,65000,0,460
Mohammad Irfan,0,Graduate Professional,8760,IND,25678455,828616,460
Prem Prakash,0,Graduate,8762,Indian Peace Party,732829,0,460
Rajaram,0,5th Pass,8104,Peace Party,840002,380736,460
Rajendra,0,10th Pass,8764,Rashtriya Janwadi Party (Krantikari),281200,110000,460
Rajmani,0,Not Given,8434,Bahujan Mukti Party,677185,39000,460
Ravikant,1,Post Graduate,8761,Most Backward Classes Of India,5252892,1371975,460
Rohit Kumar Pandey,0,Graduate,8103,INC,7605072,313158,460
Sant Siromani Baboolal Yadav Maharaj Ji,3,8th Pass,8101,Suheldev Bhartiya Samaj Party,3597000,0,460
Shabbir Husen,0,Not Given,8102,Jai Hind Samaj Party,3775000,0,460
Sharad Tripathi,0,Post Graduate,8099,BJP,3697671,71800,460
Shyam Lal,0,Post Graduate,8105,IND,10577000,385000,460
Subodh Chandra,0,Graduate,8763,IND,12312000,0,460
Surendra Kumar Chaudhary,1,Post Graduate,8765,IND,5598245,250000,460
"Aaron Rashid, J.M.",0,12th Pass,7503,INC,649632943,8318576,396
"Alagusundaram, K.",1,Graduate Professional,7507,MDMK,3085000,254000,396
"Asath, M.M.",0,5th Pass,7512,IND,1862664,530000,396
"Iniyavan, R.",1,12th Pass,7514,IND,152000,31456,396
"Innasimuthu, M.S.",0,8th Pass,7515,IND,480639,0,396
"Kannan, S.",0,Graduate,7516,IND,2839263,300000,396
"Karuppiah, R.",0,Literate,7517,IND,3946522,0,396
"Krishnamoorthy, K.",0,8th Pass,7508,CPI(ML) Red Star,320000,0,396
Mamallan Tha. Kanagamuthu,0,Doctorate,7518,IND,8341084,0,396
"Mani, S.V.",0,8th Pass,7520,IND,956543,112054,396
"Mariappan, S.K.",2,Graduate,7521,IND,240000,32000,396
"Meenakshi Sundaram, G.K.",0,12th Pass,7509,SP,6504269,892475,396
"Mohamed Miakhan, P.",0,5th Pass,7522,IND,1064000,0,396
"Muthuramalingam, M.",0,Others,7523,IND,368660,333000,396
"Parthipan, R.",0,Graduate,7505,AIADMK,22047681,869650,396
Pon. Muthuramalingam,0,Graduate Professional,7506,DMK,24443618,0,396
"Rabeek, K.",0,Others,7524,IND,946200,35000,396
"Raja, V.",0,12th Pass,7525,IND,4709650,150000,396
"Ramaya, R.",0,5th Pass,7513,IND,188926,45000,396
"Ramprakash, J.",0,Post Graduate,7510,AAP,24102861,2725330,396
"Senthil Rajan Mallar, K.",1,Post Graduate,7519,IND,682600,0,396
"Thangadurai, V.",1,10th Pass,7504,BSP,1030000,0,396
"Voltaire, M.J.",0,Post Graduate,7511,SUCI(C),96887,0,396
Aasutosh Verma,0,Graduate Professional,2818,AITC,384828136,46546450,164
Bideshi Mahto,0,Graduate,2824,Jharkhand Disom Party,6928610,0,164
Dileep Kumar Rajak,0,Graduate,2829,IND,439561,46500,164
Gurjeet Singh,0,Post Graduate,2826,AAP,3182920,237000,164
Jagarnath Mahto,4,10th Pass,2815,JMM,5992366,454475,164
Jaleshwar Mahato,1,Graduate,2817,JD(U),24314128,1184627,164
Jitendra Kumar,0,Graduate,2823,SP,8029500,4000000,164
Kartik Mahto,3,10th Pass,2828,BSP,12176000,2000000,164
Mirnal Kanti Dev,0,12th Pass,2820,Socialist Party (Lohia),331000,0,164
Ravindra Kumar Pandey,0,Graduate,2814,BJP,73376970,1970628,164
Saba Ahmad,1,Graduate Professional,2816,JVM(P),5820782,0,164
Sajjadur Rab Hasami,0,12th Pass,2825,IND,550000,0,164
Sanjeev Kumar Mahato,0,12th Pass,2822,IND,813000,0,164
Sanjiv Kumar Sinha,0,Graduate,2819,AIFB,646296,120000,164
Shiva Mahto,0,8th Pass,2831,IND,2050000,0,164
Sohrab Shah,0,Literate,2830,Bahujan Mukti Party,50000,0,164
Umesh Chandra Mehta,1,Doctorate,2821,AJSU Party,9368674,764290,164
Aayar Muljibhai Khanabhai,0,10th Pass,7267,IND,430286,0,120
Dr Parmar Jivanbhai Gabhabhai,0,Not Given,7264,Bahujan Mukti Party,18219448,2207833,120
Dr. Solanki Kiritbhai Premjibhai,0,Post Graduate,4562,BJP,34085266,208007,120
Makwana Ishwarbahi Dhanabhai,1,Graduate,5290,INC,9355477,550000,120
Mevada Jayantibhai Jethalal,0,Graduate Professional,7265,AAP,84742785,16546028,120
Parmar Harjivanbhai Kalabhai,0,10th Pass,7268,IND,190000,0,120
Sankhaliya Narendrasinh Mansinh,0,Graduate,4563,Loktantrik Samajwadi Party,15750,125000,120
Solanki Rameshbhai Danabhai,0,10th Pass,7270,IND,172000,0,120
Solanki Vitthalbhai Maganbhai,0,12th Pass,7271,IND,430000,0,120
Sonara Amrutbhai Khodabhai,0,5th Pass,7266,Bahujan Suraksha Dal,824810,85000,120
Ab Hamid Malik,0,Graduate Professional,8541,IND,10675000,0,152
Abdul Hussain,0,Others,8601,IND,21441634,697808,152
Abdul Rashid Sheikh,0,Graduate,8603,IND,2301000,883000,152
Ashiq Hussain Ganie,0,8th Pass,8604,IND,715000,0,152
Ayaz Ahmad Sofi,0,8th Pass,8598,Gareeb Aadmi Party,10000,350000,152
Bashir Ahmad Gojer Jagal,0,5th Pass,8605,PRISM,2300000,0,152
Ghulam Mohammad Mir,0,Graduate Professional,7994,BJP,16100000,1380000,152
Mohd Abdullah Chatwal,0,10th Pass,8599,IND,3000000,2000000,152
Mohd Shafi Bhat,0,Graduate Professional,8540,BSP,7050000,300000,152
Muzaffar Hussain Baig,0,Post Graduate,8467,JKPDP,200707183,11401285,152
Nisar Ahmad Ahanger,0,10th Pass,8602,IND,3813600,0,152
Salam Ud Din Bajad,0,Graduate Professional,7995,JKPC,13721058,0,152
Sharief-Ud-Din Shariq,0,Post Graduate,7993,JKNC,32214421,500000,152
Syed Mohd Rafiq Shah,0,Post Graduate,7992,JKNPP,1808145,800000,152
Tanveer Hussain,0,Graduate,8303,IND,1550000,1200000,152
Abanindra Nath Baidya,0,10th Pass,9820,IND,56279,6000,508
Choudhury Mohan Jatua,0,Post Graduate,9426,AITC,4857752,0,508
Mantu Ram Halder,0,Graduate,9428,Welfare Party of India,45000,0,508
Nandadulal Mandal,1,12th Pass,9818,Rashtriya Janasachetan Party (R.J.P.),839000,0,508
Purna Chandra Naiya,0,Graduate Professional,9425,SUCI(C),3053494,0,508
Rabindranath Mistri,0,Post Graduate,9819,Party for Democratic Socialism,4787000,1150000,508
Rinku Naskar,0,Post Graduate,9427,CPI(M),155422,0,508
Shri Manoranjan Halder,0,Post Graduate,9423,INC,4470000,0,508
Soumen Saradar,0,Post Graduate,9429,BSP,683300,80000,508
Tapan Naskar,0,Graduate,9424,BJP,970000,0,508
Abbas Hussain Shaikh,3,10th Pass,5949,SP,7967355,258960,279
Aditya Rajan Shirodkar,6,Graduate,5931,MNS,22850061,5811022,279
Aiyyar Ganesh Rangayya,0,Graduate Professional,5939,BSP,34200185,2650000,279
Aslam Hanif Khot,0,8th Pass,5952,Peace Party,782000,0,279
Dilip Bhausaheb Gaikwad,0,Illiterate,5942,IND,6100,100,279
Gaikwad Eknath Mahadeo,0,10th Pass,5934,INC,24441410,2050000,279
Ganesh Bhimrao Budhe,0,12th Pass,5941,IND,60000,50000,279
Hussain Akbar Sayyed,0,5th Pass,5933,Bahujan Mukti Party,8871653,480000,279
Khan Siraj Ahmad Sarajun Hak,7,5th Pass,5945,IND,1840000,0,279
Mahendra Tulshiram Bhingardive,0,Graduate,5932,IND,12615000,618747,279
Martis Clifard Lorence,0,Graduate Professional,5943,IND,7515805,126000,279
Moin Sohil Sayyad,0,5th Pass,5937,IND,270000,0,279
Noor Mohammed Khan,1,10th Pass,5947,IND,47491284,0,279
Pal Jitendra Kumar Nanaku,0,12th Pass,5948,IND,1108000,0,279
Sable Namdev Sahebrao,0,Graduate,5944,IND,6935466,1259570,279
Sanghapal Hirachand Gadekar,0,Graduate,5935,Ambedkarite Party of India,42083,0,279
Selvakumar Perin Baraj Nadar,0,5th Pass,5951,IND,2353210,0,279
Shewale Rahul Ramesh,1,Others,5950,SHS,13304397,10502345,279
Shinde Sarjerao Mahadev,0,Post Graduate,5930,IND,535181794,0,279
Sundar Balkrishnan,0,Post Graduate,5936,AAP,30571000,0,279
Vaishali Surendra Borde,0,Graduate Professional,5953,IND,78806,0,279
Abbas Mothalappara,0,10th Pass,250,AITC,102000,0,200
Abdul Salam N U,1,Post Graduate,1212,SDPI,3620329,1182188,200
Aboobacker Siddique,0,8th Pass,253,IND,38000,0,200
Adv. Basheer Alady,0,Post Graduate,1213,BSP,785138,0,200
Ambalathara Kunhikrishnan,0,10th Pass,1210,AAP,245690,0,200
Gothra Moopan Nellikadan Kannan,0,Not Given,254,IND,240000,0,200
K K Ashokan,0,10th Pass,1804,IND,5351775,517000,200
Karunakaran Kalippurayil,0,10th Pass,1806,IND,4514183,0,200
Karunakaran Payangappada,0,10th Pass,1211,IND,2514183,0,200
Manoharan K,2,Graduate,1805,IND,171100,0,200
P K Raman,2,10th Pass,1807,IND,616200,0,200
P Karunakaran,6,Post Graduate,251,CPI(M),5900345,0,200
T.Siddique,7,Graduate Professional,954,INC,6779637,1849149,200
Abburi Koteswara Rao,0,10th Pass,8182,Pyramid Party of India,17620000,3800000,31
Abdul Waheed Shaik,0,10th Pass,9451,INC,7654500,7000000,31
Arudala Venkateswara Rao,0,5th Pass,9454,IND,400000,50000,31
Balashowry Vallabhaneni,0,Graduate,9679,Yuvajana Sramika Rythu Congress Party,794017805,483766785,31
Bitra Venkata Sivannarayana,0,10th Pass,8185,IND,7663330,712920,31
