uuid,did,cid,name,cname,designation
944,395,26539,Ajay Kumar Makhariya,G S Oils Ltd,Executive Director
945,396,69,Ajay Kumar Sharma,Bharat Forge Ltd,Company Secretary
946,397,24619,Ajay Kumar Tantia,Jai Balaji Industries Ltd,Company Secretary
947,398,5458,Ajay Lal,GVK Industries Ltd,Director
948,399,15542,Ajay Lal,Bharti Airtel Ltd,Director
949,400,27802,Ajay Mathotra,Fullerton India Credit Company Ltd,Company Secretary
950,401,19638,Ajay Mehta,Tribhovandas Bhimji Zaveri Ltd,Independent Director
951,402,24936,Ajay Mittal,Zylog Systems Ltd,Nominee
952,403,226,Ajay N Shah,Gujarat State Fertilizers & Chemicals Ltd,Director
953,404,12999,Ajay Nagle,Tata AutoComp Systems Ltd,Company Secretary
954,405,2096,Ajay Nanavati,3M India Ltd,Managing Director
955,406,28589,Ajay Piramal,D B Corp Ltd,Director
956,407,25303,Ajay Ponkshe,Drive India Enterprise Solutions Ltd,Director
957,408,12734,Ajay Ponkshe,Tata International Ltd,Company Secretary
958,409,4857,Ajay Ramesh Gupta,KSL and Industries Ltd,Director
959,410,1247,Ajay Ramesh Gupta,Eskay KnIT (India) Ltd,Director
960,411,24949,Ajay Relan,H T Media Ltd,Director
961,412,7065,Ajay Relan,Sharda Motor Industries Ltd,Managing Director
962,413,7065,Ajay Relan,Sharda Motor Industries Ltd,Managing Director
963,414,3041,Ajay Relan,Monnet Ispat & Energy Ltd,Director
964,415,2337,Ajay S Shriram,DCM Shriram Consolidated Ltd,Chairman & Senior MD
965,416,1021,Ajay Saraf,Videocon International Ltd(merged),Nominee (ICICI)
966,417,578,Ajay Saraf,Eveready Industries India Ltd,Nominee (ICICI)
967,418,23920,Ajay Swaroop,Nectar Lifescience Ltd,Director
968,419,16277,Ajay V Chauhan,Parle Products Pvt Ltd,Executive Director
969,420,1814,Ajay Vizarani,Dewan Housing Finance Corporation Ltd,Director
970,421,1019,Ajay Vohra,HCL Infosystems Ltd,Independent Director
971,422,4361,Ajit A Kamath,Arch Pharmalabs Ltd,Chairman & Managing Director
972,423,1127,Ajit B jain,Jain Irrigation Systems Ltd,Joint Managing Director
973,424,26856,Ajit B Kulkarni,Pratibha Industries Ltd,Managing Director
974,425,23050,Ajit Dabholkar,Pipavav Defence & Offshore Engineering Company Ltd,Company Secretary
975,426,23050,Ajit Debholkar,Pipavav Defence & Offshore Engineering Company Ltd,Company Secretary
976,427,245,Ajit Gulabchand,Hindustan Construction Company Ltd,Chairman & Managing Director
977,428,51,Ajit Gulabchand,Bajaj Electricals Ltd,Director
978,429,2255,Ajit Kapadia,Gujarat Gas Company Ltd,Director
979,430,23427,Ajit Kumar Sahay,Orient Craft Ltd,Additional Director
980,431,25350,Ajit Kumar Singh,National Agricultural Co-Op Mktg Fedn of India,Chairman
981,432,12001,Ajit M Nimbalkar,NTPC Ltd,Director(PartTime NonOfficial)
982,433,4162,Ajit Mishra,Jindal Poly Films Ltd,Company Secretary
983,434,12068,Ajit Prasad,Power Finance Corporation Ltd,Part Time Non Official Ind.Dir
984,435,2337,Ajit S Shriram,DCM Shriram Consolidated Ltd,Deputy Managing Director
985,436,5458,Ajit Singh,GVK Industries Ltd,Director
986,437,18363,Ajitabh Sharma,Rajasthan State Mines & Minerals Ltd,Director
987,438,557,Ajoy Misra,Tata Global Beverages Ltd,Executive Director
988,439,26653,Akash Patni,Vikash Metal & Power Ltd,Director
989,440,17215,Akash Paul,Tech Mahindra Ltd,Director
990,441,18014,Akberai Mohamedali Moawalla,IL&FS Engineering & Construction Co Ltd,Director
991,442,25091,Akhil Gupta,Bharti Mobile Ltd,Director
992,443,2598,Akhil Gupta,NCC Ltd,Nominee
993,444,12234,Akhil Gupta,Bharti Cellular Ltd(merged),Director
994,445,15330,Akhil Gupta,Bharti Hexacom Ltd,Director
995,446,15542,Akhil Gupta,Bharti Airtel Ltd,Director
996,447,56,Akhil Mahajan,Ballarpur Industries Ltd,Company Secretary
997,448,27333,Akhilesh Gupta,Allcargo Logistics Ltd,Director
998,449,2307,Akhilesh Joshi,Hindustan Zinc Ltd,Whole Time Director & CEO
999,450,22118,Akhilesh K Gupta,Jagran Prakashan Ltd,Additional Director
1000,451,12966,Akhilesh Krishna Gupta,Gokaldas Exports Ltd,Director
1001,452,12966,Akhilesh Krishna Gupta,Gokaldas Exports Ltd,Director
1002,453,20076,Akhilesh Mishra,PTC India Ltd,Independent Director
1003,454,2598,AKHS Rama Raju,NCC Ltd,Addi.Direct. & Whole Time Dire
1004,455,22219,Akhtar Shaik,Meghmani Organics Ltd,Director
1005,456,469,Akihiro Watanabe,Ranbaxy Laboratories Ltd,Director
1006,457,13858,Akila Vijay Iyengar,Kasturi & Sons Ltd,Whole-time Director
1007,458,474,Akshay Chudasama,Raymond Ltd,Director
1008,459,60,Akshay N Chudasama,Bata India Ltd,Director
1009,460,621,Akshay Poddar,Zuari Industries Ltd,Alternate Director
1010,461,288,Akshay Poddar,Gillette India Ltd,Director
1011,462,12375,Akshay Poddar,Paradeep Phosphates Ltd,Director
1012,463,4727,Akshay R Raheja,Prism Cement Ltd,Director
1013,464,12968,Akshay Raheja,H & R Johnson (India) Ltd,Director
1014,465,8033,Akshaya M Kamath,Syngenta India Ltd,Managing Director
1015,466,12734,Alan Roseling,Tata International Ltd,Director
1016,467,69,Alan Spencer,Bharat Forge Ltd,Director
1017,468,2096,Albert C Wang,3M India Ltd,Additional Director
1018,469,20581,Albert Hieronimus,Mindtree Ltd,Vice Chairman
1019,470,378,Albert Hieronimus,Bosch Ltd,Chairman
1020,471,16355,Albert Kent Keller,Schreiber Dynamix Dairies Ltd,Director
1021,472,396,Albert Scheuer,HeidelbergCement India Ltd,Director
1022,473,25513,Albert Tauro,Ashoka Buildcon Ltd,Non-Exec. & Independent Dir.
1023,474,3392,Albert Wiseman Paterson,Dabur India Ltd,Director
1024,475,12330,Aleem Sheikh,Tata B P Solar India Ltd,Director
1025,476,5452,Alexander K Luke,Oil India Ltd,Director
1026,477,3187,Alexander shaik,S.Kumars Nationwide Ltd,Alternate Director
1027,478,27660,Alexander shaik,Brandhouse Retails Ltd,Alternate Director
1028,479,22040,Alexey Buyanov,Sistema Shyam Teleservices Ltd,Additional Director
1029,480,5807,Alexius Markus Amrein,Indian Metals & Ferro Alloys Ltd,Director
1030,481,475,Alfred Kurt Caspers,Reckitt Benckiser (I) Ltd,Non Executive Director
1031,482,119,Alfred Muench,Clariant Chemicals (India) Ltd,Director
1032,483,18154,Alfredo Altavilla,Fiat India Automobiles Ltd,Vice Chairman
1033,484,5586,Ali Ghandour,Jet Airways (India) Ltd,Director
1034,485,23921,Alka Goyal,Surya Pharmaceutical Ltd,Executive Director
1035,486,3782,Alkesh B Patel,Vimal Oil and Foods Ltd,Additional Director
1036,487,23,Alkesh Kumar Sharma,Apollo Tyres Ltd,Nominee (Kerala Govt)
1037,488,2290,Alkesh Kumar Sharma,Bharat Petroleum Corporation Ltd,Nominee (Govt)
1038,489,2336,Alok B Shriram,DCM Shriram Industries Ltd,Deputy Managing Director
1039,490,12295,Alok Dutta,Minda Industries Ltd,Director
1040,491,249,Alok Krishna Agarwal,Bajaj Hindusthan Ltd,Director
1041,492,27387,Alok Kumar Sinha,L T Foods Ltd,Director
1042,493,3487,Alok Kumar Srivastava,Murli Industries Ltd,Additional Director
1043,494,23427,Alok Narayan Pandey,Orient Craft Ltd,Company Secretary
1044,495,12193,Alok Nigam,National Housing Bank,Director
1045,496,1022,Alok P Shah,Garden Silk Mills Ltd,Joint Managing Director
1046,497,13229,Alok Perti,Garden Reach Shipbuilders & Engineers Ltd,Director
1047,498,24980,Alok Prasad,Citifinancial Consumer Finance India Ltd,Director
1048,499,4702,Alok Punj,PSL Ltd,Director
1049,500,25350,Alok Ranjan,National Agricultural Co-Op Mktg Fedn of India,Managing Director
1050,501,3924,Alok Sanghi,Sanghi Industries Ltd,Whole-time Director
1051,502,5611,Alok Saxena,Elder Pharmaceuticals Ltd,Joint Managing Director
1052,503,26453,Alok Sharma,Glodyne Technoserve Ltd,Director
1053,504,23401,Alok Shivapuri,Indian Railway Catering & Tourism Corporation Ltd,Director
1054,505,1083,Alok Singh,Samtel Color Ltd,Nominee (ICICI)
1055,506,12058,Alok Sinha,Food Corporation of India,Chairman & Managing Director
1056,507,17532,Alok Sinha,Airports Authority of India,Director
1057,508,3673,Alok Tandon,Shyam Telecom Ltd,Managing Director
1058,509,22040,Alok Tandon,Sistema Shyam Teleservices Ltd,Director
1059,510,6068,Aloke Kumar Banerjee,Oil & Natural Gas Corpn Ltd,Director (Finance)
1060,511,445,Aloke Sengupta,Surya Roshni Ltd,Nominee (IDBI)
1061,512,2957,Alpesh Chaiyara,Micro Inks Ltd,Company Secretary
1062,513,107,Amal Ganguli,Century Textiles & Industries Ltd,Director
1063,514,2295,Amal Ganguli,Tata Communications Ltd,Director
1064,515,5496,Amal Ganguli,Maruti Suzuki India Ltd,Director
1065,516,5656,Amal Ganguli,HCL Technologies Ltd,Director
1066,517,21214,Amal Ganguly,Tata Teleservices (Maharashtra) Ltd,Director
1067,518,25777,Aman Agarwal,Bombay Rayon Fashions Ltd,Vice Chairman
1068,519,21960,Aman Mehta,Godrej Consumer Products Ltd,Director
1069,520,5586,Aman Mehta,Jet Airways (India) Ltd,Director
1070,521,5400,Aman Mehta,Tata Consultancy Services Ltd,Director
1071,522,8021,Aman Mehta,Wockhardt Ltd,Director
1072,523,28018,Aman Mehta,Emaar MGF Land Ltd,Director
1073,524,28245,Amar Banerjee,Tecpro Systems Ltd,Whole-time Director
1074,525,20650,Amar Chintopanth,3i Infotech Ltd,Deputy Managing Director & CFO
1075,526,34,Amar Vakil,Asian Paints Ltd,Director
1076,527,5200,Amarjeet Singh,Lakshmi Energy & Foods Ltd,Director
1077,528,1186,Amarjeet Singh,Nahar Industrial Enterprises Ltd,Additional Director
1078,529,702,Amarjit Chopra,Rico Auto Industries Ltd,Director
1079,530,2966,Amarjit Singh,Motherson Sumi Systems Ltd,Director
1080,531,12076,Amarjit Singh Bindra,SJVN Ltd,Director (Finance)
1081,532,22137,Amarsinh J Vaghela,Sadbhav Engineering Ltd,Director
1082,533,25130,Ambika Singhal,Sharp Menthol India Ltd,Director
1083,534,519,Ambrish Julka,Somany Ceramics Ltd,Company Secretary
1084,535,1279,Ambuj Kumar Jain,Falcon Tyres Ltd,Director
1085,536,2306,Ambuj Sharma,Bharat Heavy Electricals Ltd,Official Director (Part time)
1086,537,15992,Ameen A Fahad Al Shiddi,Aircel Ltd,Director
1087,538,20655,Ameen Fahad Al Shiddi,Dishnet Wireless Ltd,Director
1088,539,12359,Ameen Fahad Al shiddi,Aircel Cellular Ltd,Director
1089,540,28441,Ameet Hariani,Vascon Engineers Ltd,Director
1090,541,4727,Ameeta A Parpia,Prism Cement Ltd,Director
1091,542,14482,Ameya A Chandavarkar,FDC Ltd,Whole-time Director
1092,543,337,Amit Atre,Cummins India Ltd,Company Secretary
1093,544,69,Amit B Kalyani,Bharat Forge Ltd,Executive Director
1094,545,322,Amit B Kalyani,Kalyani Steels Ltd,Director
1095,546,4926,Amit Bharana,Era Infra Engineering Ltd,Additional Director
1096,547,3225,Amit Bhatnagar,Diamond Power Infrastructure Ltd,Managing Director
1097,548,12581,Amit Bhattacharya,West Bengal Power Devp. Corpn. Ltd,Company Secretary
1098,549,1742,Amit Biren Choudhary,Godrej Industries Ltd,Director
1099,550,3392,Amit Burman,Dabur India Ltd,Vice Chairman
1100,551,2780,Amit Chandra,Himadri Chemicals & Industries Ltd,Nominee
1101,552,412,Amit Chandra,Piramal Healthcare Ltd,Director
1102,553,16166,Amit Choudhury,Godrej Agrovet Ltd,Director
1103,554,72,Amit D Patel,Sintex Industries Ltd,Managing Director
1104,555,27375,Amit Dalal,Sutlej Textiles and Industries Ltd,Director
1105,556,3041,Amit Dixit,Monnet Ispat & Energy Ltd,Additional Director
1106,557,2598,Amit Dixit,NCC Ltd,Alternate Director
1107,558,22118,Amit Dixit,Jagran Prakashan Ltd,Additional Director
1108,559,2100,Amit Doshi,Hitachi Home & Life Solutions (India) Ltd,Executive Director
1109,560,732,Amit Ghosh,Balmer Lawrie & Company Ltd,Company Secretary
1110,561,266,Amit Jain,Akzo Nobel India Ltd,Managing Director
1111,562,28141,Amit Jain,Viom Networks Ltd,
1112,563,24955,Amit Jain,Indiabulls Financial Services Ltd,Company Secretary
1113,564,22118,Amit Jaiswal,Jagran Prakashan Ltd,Company Secretary
1114,565,26453,Amit Jaste,Glodyne Technoserve Ltd,Company Secretary
1115,566,26453,Amit Jaste,Glodyne Technoserve Ltd,Company Secretary
1116,567,480,Amit K Vyas,Procter & Gamble Hygiene and Health Care Ltd,Additional Director
1117,568,6423,Amit Kiran Deb,Emami Ltd,Director
1118,569,12374,Amit Kumar Bhattacharyya,Burn Standard Company Ltd,Non-official Director
1119,570,24619,Amit Kumar Majumdar,Jai Balaji Industries Ltd,Director
1120,571,2153,Amit Manchanda,Radico Khaitan Ltd,Company Secretary
1121,572,29545,Amit Mittal,A2Z Maintenance & Engineering Services Ltd,Managing Director
1122,573,27662,Amit Narang,SEL Manufacturing Company Ltd,Additional Director
1123,574,24978,Amit Sharma,NIIT Technologies Ltd,Director
1124,575,15473,Amit Sharma,IBM India Pvt Ltd,Director
1125,576,288,Amit Vyas,Gillette India Ltd,Company Secretary
1126,577,392,Amit Yadav,Mukand Ltd,Director
1127,578,14027,Amita Birla,National Engineering Industries Ltd,Co-Chairman
1128,579,3187,Amita Narain,S.Kumars Nationwide Ltd,Nominee (IDBI)
1129,580,165,Amitabh Das Mundhra,Everest Industries Ltd,Director
1130,581,1866,Amitabh Jhunjhunwala,Reliance Capital Ltd,Vice Chairman
1131,582,7902,Amitabh Parekh,Parekh Aluminex Ltd,Chairman & Managing Director
1132,583,7902,Amitabh Parekh,Parekh Aluminex Ltd,Chairman & Managing Director
1133,584,420,Amitabha Ghosh,Orient Paper & Industries Ltd,Director
1134,585,329,Amitabha Ghosh,Kesoram Industries Ltd,Director
1135,586,24988,Amitabha Guha Sarkar,Mcleod Russel India Ltd,Company Secretary
1136,587,2820,Amitav Ganguly,Ansal Properties & Infrastructure Ltd,Company Secretary
1137,588,12288,Amitava Chaudhuri,Hindustan Paper Corporation Ltd,Director
1138,589,12055,Amod Sharma,Air India Ltd(merged),Director (Personnel)
1139,590,2298,Amol Newaskar,Bharat Electronics Ltd,Director
1140,591,942,Amrik Singh Sohi,Nahar Spinning Mills Ltd,Director
1141,592,3243,Amrit Agrawal,Spentex Industries Ltd,Director (Finance)
1142,593,27581,Amrit Pal Singh Chadha,C & C Constructions Ltd,Whole-time Director
1143,594,22221,Amrit Raj,PEC Ltd,Director
1144,595,24985,Amrit Sagar Mittal,International Tractors Ltd,Whole-time Director
1145,596,12121,Amrita Patel,Gujarat Co-operative Milk Marketing Federation Ltd,Director
1146,597,13151,Amrita Patel,National Dairy Development Board,Chairman
1147,598,1167,Amrita S Karkare,Value Industries Ltd,Company Secretary
1148,599,751,Amritanshu Khaitan,McNally Bharat Engineering Company Ltd,Director
1149,600,28245,Amul Gabrani,Tecpro Systems Ltd,Vice Chairman & M.D.
1150,601,25654,Amulya Charan,Tata Power Trading Company Ltd,Managing Director
1151,602,557,Analjit Singh,Tata Global Beverages Ltd,Director
1152,603,237,Analjit Singh,Hero MotoCorp Ltd,Director
1153,604,3392,Analjit Singh,Dabur India Ltd,Director
1154,605,21331,Anand Agarwal,Sterlite Technologies Ltd,Whole Time Director & CEO
1155,606,328,Anand Bhatia,Whirlpool of India Ltd,Director
1156,607,77,Anand Bordia,Birla Corporation Ltd,Director
1157,608,27581,Anand Bordia,C & C Constructions Ltd,Director
1158,609,3392,Anand Burman,Dabur India Ltd,Chairman
1159,610,237,Anand C Burman,Hero MotoCorp Ltd,Director
1160,611,247,Anand C Burman,Hindustan Motors Ltd,Director
1161,612,20289,Anand Chopra,Simplex Projects Ltd,Director
1162,613,1106,Anand Daga,Paper Products Ltd,Company Secretary
1163,614,18286,Anand Deshpande,Persistent Systems Ltd,Chairman & Managing Director
1164,615,22071,Anand G Mahindra,Mahindra Intertrade Ltd,Chairman
1165,616,395,Anand G Mahindra,Mahindra Ugine Steel Company Ltd,Vice Chairman
1166,617,17215,Anand G Mahindra,Tech Mahindra Ltd,Chairman
1167,618,365,Anand G Mahindra,Mahindra & Mahindra Ltd,Vice Chairman & M.D.
1168,619,13360,Anand Goel,Jindal Power Ltd,Director
1169,620,20287,Anand Goel,Jindal Steel & Power Ltd,Joint Managing Director
1170,621,22219,Anand I Patel,Meghmani Organics Ltd,Executive Director
1171,622,68,Anand J Danani,Bharat Bijlee Ltd,Director
1172,623,2333,Anand J Jain,Indian Petrochemicals Corporation Ltd(merged),Director
1173,624,244,Anand Kripalu,Cadbury India Ltd,Managing Director
1174,625,12585,Anand Kripalu,Marico Ltd,Director
1175,626,577,Anand Mahajan,Unichem Laboratories Ltd,Director
1176,627,12295,Anand Minda,Minda Industries Ltd,Director
1177,628,148,Anand Narain Bhatia,EID Parry (India) Ltd,Director
1178,629,23308,Anand Narotam Desai,Powerica Ltd,Independent Director
1179,630,20289,Anand Prasad Agarwalla,Simplex Projects Ltd,Director
1180,631,29776,Anand Sankeshwar,VRL Logistics Ltd,Managing Director
1181,632,565,Anand Sen,Tinplate Company of India Ltd,Director
1182,633,27257,Anand Sharma,Adhunik Metaliks Ltd,Company Secretary
1183,634,27257,Anand Sharma,Adhunik Metaliks Ltd,Company Secretary
1184,635,3617,Anand T Kusre,Ipca Laboratories Ltd,Director
1185,636,24882,Ananda Mukerji,Firstsource Solutions Ltd,Vice Chairman
1186,637,51,Anant Bajaj,Bajaj Electricals Ltd,Joint Managing Director
1187,638,3722,Anant Damle,Bajaj Finance Ltd,Company Secretary
1188,639,337,Anant J Talaulicar,Cummins India Ltd,Chairman & Managing Director
1189,640,18286,Anant Jhingran,Persistent Systems Ltd,Independent Director
1190,641,1131,Anant Maheshwari,Honeywell Automation India Ltd,Managing Director
1191,642,104,Anant Vardhan Goenka,CEAT Ltd,Managing Director
1192,643,12375,Anas Lahlou,Paradeep Phosphates Ltd,Director
1193,644,497,Anders Thelin,Sandvik Asia Ltd,Director
1194,645,17130,Andreas Weber,Kuehne + Nagel Pvt Ltd,Director
1195,646,59,Andrew Postlethwaite,BASF India Ltd,Director
1196,647,566,Andrew Robb,Tata Steel Ltd,Director
1197,648,12002,Anees Noorani,Indian Oil Corporation Ltd,Director
1198,649,4727,Aneeta S Kulkarni,Prism Cement Ltd,Company Secretary
1199,650,21331,Anil Agarwal,Sterlite Technologies Ltd,Chairman
1200,651,12109,Anil Agarwal,Bharat Aluminium Company Ltd,Chairman
1201,652,1047,Anil Agarwal,Sterlite Industries (India) Ltd,Chairman
1202,653,3173,Anil Agrawal,Sanwaria Agro Oils Ltd,Whole-time Director
1203,654,3924,Anil Agrawal,Sanghi Industries Ltd,Company Secretary
1204,655,4244,Anil Ahuja,Adani Enterprises Ltd,Director
1205,656,1252,Anil B Atre,Finolex Industries Ltd,Company Secretary
1206,657,189,Anil B Bhalerao,Garware Polyester Ltd,Director
1207,658,1127,Anil B Jain,Jain Irrigation Systems Ltd,Managing Director & CEO
1208,659,23706,Anil B Virani,Karp Impex Ltd,Chairman & Managing Director
1209,660,301,Anil Baijal,ITC Ltd,Director
1210,661,2292,Anil Baijal,MMTC Ltd,Part Time Non Official Ind.Dir
1211,662,25169,Anil Bansal,M D Overseas Ltd,Director
1212,663,328,Anil Berera,Whirlpool of India Ltd,Whole-time Director
1213,664,64,Anil Bhalla,Berger Paints India Ltd,Director
1214,665,28018,Anil Bhalla,Emaar MGF Land Ltd,Director
1215,666,3537,Anil Bhatia,Kohinoor Foods Ltd,Director
1216,667,27791,Anil C Shah,Reliance Infratel Ltd,Company Secretary
1217,668,245,Anil C Singhvi,Hindustan Construction Company Ltd,Director
1218,669,3187,Anil Channa,S.Kumars Nationwide Ltd,Deputy Managing Director
1219,670,3306,Anil D Ambani,Reliance Petroleum Ltd (Merged),Managing Director
1220,671,88,Anil D Ambani,Reliance Infrastructure Ltd,Chairman
1221,672,27206,Anil D Ambani,Reliance Communications Ltd,Chairman
1222,673,27791,Anil Dhirubhai Ambani,Reliance Infratel Ltd,Director
1223,674,1866,Anil Dhirubhai Ambani,Reliance Capital Ltd,Chairman
1224,675,25397,Anil G Joshi,Unity Infraprojects Ltd,Director
1225,676,13332,Anil G Verma,Godrej & Boyce Manufacturing Company Ltd,Executive Director
1226,677,2336,Anil Gujral,DCM Shriram Industries Ltd,Whole-time Director
1227,678,4679,Anil Gupta,KEI Industries Ltd,Chairman & Managing Director
1228,679,3272,Anil Gupta,Havells India Ltd,Joint Managing Director
1229,680,29582,Anil Gupta,SKS Ispat & Power Ltd,Chairman & Managing Director
1230,681,3750,Anil Harish,Valecha Engineering Ltd,Chairman
1231,682,2467,Anil Harish,Pantaloon Retail (India) Ltd,Director
1232,683,986,Anil Harish,Unitech Ltd,Director
1233,684,31,Anil Harish,Ashok Leyland Ltd,Director
1234,685,16706,Anil I Jagasia,Savex Computers Ltd,Managing Director
1235,686,2831,Anil Jain,Sangam (India) Ltd,Company Secretary
1236,687,27753,Anil Jain,Time Technoplast Ltd,Managing Director
1237,688,27753,Anil Jain,Time Technoplast Ltd,Managing Director
